metric,projector,precision/mean,recall/mean,f1/mean,precision/std,recall/std,f1/std
test_LANGUAGE/macro_types,figer_classifier_adapter_bert_ms,0.1686779111623764,0.5384615510702133,0.25567251443862915,0.09683748074229645,0.2664693649373535,0.13990851763950723
test_ORGANIZATION-POLITICAL/macro_types,figer_classifier_adapter_bert_ms,0.763662318388621,0.6666666666666666,0.6858582397301992,0.326147449901733,0.06894823745835649,0.17790127084311919
test_GAME/macro_types,figer_classifier_adapter_bert_ms,0.33055556813875836,0.06010928625861805,0.09973776650925477,0.20418085239016712,0.06206456861712068,0.09716708655776678
test_EVENT/macro_types,figer_classifier_adapter_bert_ms,0.4068692823251088,0.9124999841054281,0.5606275796890259,0.06206370128497934,0.033071893641151845,0.05763794045323036
test_LOCATION/macro_types,figer_classifier_adapter_bert_ms,0.2856845060984294,0.8770491679509481,0.4285898506641388,0.06496519898282575,0.07110388383756248,0.07694070338197681
test_WORK_OF_ART/macro_types,figer_classifier_adapter_bert_ms,0.21523943543434143,0.7288428544998169,0.3280339241027832,0.07100525927555006,0.014957264247619301,0.08176080669698038
test_WORK_OF_ART-PLAY/macro_types,figer_classifier_adapter_bert_ms,0.02822268505891164,0.48148149251937866,0.05324424554904302,0.00334385106087112,0.06415004329269752,0.005797872063782612
test_FACILITY-ATTRACTION/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_FACILITY-BRIDGE/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_ORGANIZATION-RELIGIOUS/macro_types,figer_classifier_adapter_bert_ms,0.3660968691110611,0.5000000099341074,0.41461987296740216,0.18590152667327858,0.16666667163372062,0.17753425536757647
test_LOCATION-RIVER/macro_types,figer_classifier_adapter_bert_ms,0.11886350065469742,0.5111111203829447,0.19272302091121674,0.009600098987423079,0.07698004850996128,0.017543762431615446
test/macro_types,figer_classifier_adapter_bert_ms,0.4369345009326935,0.5241129199663798,0.4765256941318512,0.0076085467792883,0.011908136074507199,0.00772223133919609
test_SUBSTANCE-FOOD/macro_types,figer_classifier_adapter_bert_ms,0.6040119330088297,0.799999992052714,0.6842071612675985,0.09427863283002279,0.06681067194316116,0.05633582160264858
test_CONTACT_INFO-url/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_CONTACT_INFO/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_LAW/macro_types,figer_classifier_adapter_bert_ms,0.6459517478942871,0.9452054699261984,0.7632429798444113,0.13133240056760484,0.02372670170660299,0.09488328884016585
test_LOCATION-REGION/macro_types,figer_classifier_adapter_bert_ms,0.6824119885762533,0.4736842215061188,0.5578914880752563,0.013917259786515394,0.05676568090438908,0.04093962019339897
test_FACILITY-HIGHWAY_STREET/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_PERSON/macro_types,figer_classifier_adapter_bert_ms,0.9078645904858907,0.527632345755895,0.6648242076237997,0.020081040478727687,0.07194066163792542,0.050906020009875444
test_PRODUCT/macro_types,figer_classifier_adapter_bert_ms,0.5706334908803304,0.6718480189641317,0.6166384617487589,0.0251141598977154,0.019616269208688458,0.009691982037301455
test/macro_example,figer_classifier_adapter_bert_ms,0.7278281251589457,0.6323453585306803,0.6765063802401224,0.020137672928853604,0.04473077530336586,0.033782430543876564
test_ORGANIZATION-MUSEUM/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_FACILITY-BUILDING/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_ORGANIZATION-HOTEL/macro_types,figer_classifier_adapter_bert_ms,0.22915700574715933,0.800000011920929,0.353616605202357,0.05892190817297136,0.0,0.06935980029701888
test_WORK_OF_ART-BOOK/macro_types,figer_classifier_adapter_bert_ms,0.14843910187482834,0.8627451062202454,0.25197509427865344,0.031857226554223794,0.03396177851628636,0.04514305683873009
test_FACILITY/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_FACILITY-AIRPORT/macro_types,figer_classifier_adapter_bert_ms,0.0,0.0,0.0,0.0,0.0,0.0
test_ORGANIZATION-HOSPITAL/macro_types,figer_classifier_adapter_bert_ms,0.05761354664961497,1.0,0.10878552993138631,0.012118126026857409,0.0,0.021543327626552717
test_PLANT/macro_types,figer_classifier_adapter_bert_ms,0.23281201223532358,0.3888888955116272,0.283972571293513,0.0707109442585286,0.06364688573606468,0.0485848775728372
test_EVENT-WAR/macro_types,figer_classifier_adapter_bert_ms,0.46865079800287884,0.939393957455953,0.600933720668157,0.2242091664783336,0.052486372465985205,0.18607653993567017
test_ANIMAL/macro_types,figer_classifier_adapter_bert_ms,0.8017043868700663,0.7536231875419617,0.7732017040252686,0.09912952248154587,0.051367548907938716,0.04377469148459846
test_PRODUCT-VEHICLE/macro_types,figer_classifier_adapter_bert_ms,0.5278047223885854,0.41194968422253925,0.45780588189760846,0.11818712835190237,0.02374161511419532,0.043167260174731124
test_SUBSTANCE-CHEMICAL/macro_types,figer_classifier_adapter_bert_ms,0.37189677357673645,0.15416667067135373,0.17494920113434395,0.1147609732882554,0.13640664097180008,0.14230004203143853
test_GPE-CITY/macro_types,figer_classifier_adapter_bert_ms,0.9336135387420654,0.7138391534487406,0.8075419664382935,0.010797247155859698,0.08346522388330678,0.056130165338113165
test_WORK_OF_ART-SONG/macro_types,figer_kenn_cross_adapter_bert_ms,0.2997835576534271,0.2777777860562007,0.282237430413564,0.05810993409908204,0.055555559694767165,0.02294150093211872
test_LOCATION-CONTINENT/macro_types,figer_kenn_cross_adapter_bert_ms,0.5511984427769979,0.984375,0.705689529577891,0.05296518933756283,0.0,0.04344837847078028
test/micro,figer_kenn_cross_adapter_bert_ms,0.743106484413147,0.6949594020843506,0.7180036703745524,0.012424174262507135,0.035628549646976086,0.022758357566598844
test_SUBSTANCE-DRUG/macro_types,figer_kenn_cross_adapter_bert_ms,0.8201249440511068,0.7988505760828654,0.7772789796193441,0.23562841241898824,0.1629591796770582,0.07183603016119841
test_EVENT-HURRICANE/macro_types,figer_kenn_cross_adapter_bert_ms,0.8333333333333334,0.75,0.7857142885526022,0.14433756729740643,0.0,0.06185896232928242
test_LOCATION-LAKE_SEA_OCEAN/macro_types,figer_kenn_cross_adapter_bert_ms,0.40043290456136066,0.24242424964904785,0.2909091015656789,0.11621985543214058,0.052486389672364055,0.0368652265952337
test_ORGANIZATION-EDUCATIONAL/macro_types,figer_kenn_cross_adapter_bert_ms,0.25123654305934906,0.7939393917719523,0.38112203280131024,0.05012575344381298,0.07569696391652625,0.06619149837863701
test_SUBSTANCE/macro_types,figer_kenn_cross_adapter_bert_ms,0.8213176727294922,0.9021123051643372,0.8598136107126871,0.014417062499903974,0.015011648237831502,0.014381810633907708
test_ORGANIZATION/macro_types,figer_kenn_cross_adapter_bert_ms,0.8735219438870748,0.8421714901924133,0.8572787841161092,0.01871186815463611,0.023070162199879382,0.009488477787237312
test_DISEASE/macro_types,figer_kenn_cross_adapter_bert_ms,0.9488306840260824,0.7407407561937968,0.8256669441858927,0.02498187715385858,0.17962007304169234,0.1218538166922488
test_ORGANIZATION-GOVERNMENT/macro_types,figer_kenn_cross_adapter_bert_ms,0.7493940194447836,0.4669227401415507,0.574294368426005,0.05014894509789269,0.019220372923864765,0.0022426077592824153
test_GPE/macro_types,figer_kenn_cross_adapter_bert_ms,0.9852519432703654,0.6334524850050608,0.76563560962677,0.006142389579257645,0.1304708402981398,0.10165456477102512
test_PRODUCT-WEAPON/macro_types,figer_kenn_cross_adapter_bert_ms,0.049056872725486755,0.5555555721124014,0.08904759213328362,0.033040297726271775,0.19245009546533487,0.056666068578766285
test_ORGANIZATION-CORPORATION/macro_types,figer_kenn_cross_adapter_bert_ms,0.9267011880874634,0.520953486363093,0.6631842255592346,0.01722377633512732,0.09286383537891109,0.07347176664582707
test_GPE-COUNTRY/macro_types,figer_kenn_cross_adapter_bert_ms,0.962772786617279,0.9010042945543925,0.9304840366045634,0.003235425885697745,0.04284991143017291,0.021629891619205654
test_GPE-STATE_PROVINCE/macro_types,figer_kenn_cross_adapter_bert_ms,0.8685141205787659,0.890256404876709,0.8686298330624899,0.1735634791779348,0.06164093782912244,0.07349204027903274
test_LANGUAGE/macro_types,figer_kenn_cross_adapter_bert_ms,0.13692068060239157,0.5897436042626699,0.2214543471733729,0.04845718660278217,0.17764624329156903,0.07401455930716236
test_ORGANIZATION-POLITICAL/macro_types,figer_kenn_cross_adapter_bert_ms,0.7602658669153849,0.6666666666666666,0.6846459805965424,0.33280955279930435,0.07789369239435442,0.1885550271358179
test_GAME/macro_types,figer_kenn_cross_adapter_bert_ms,0.34285714477300644,0.06557376806934676,0.10806550520161788,0.21333120747952866,0.05910739413893804,0.09143878288238616
